id,input_json,ground_truth,premise,hypothesis,id_m,amr_p,amr_h,response,response_final,pred
ldc_slang_024_nonpara,"{""premise"": ""I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that."", ""hypothesis"": ""I'm in the colorless region, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that.""}",0,"I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that.","I'm in the colorless region, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that.",ldc_slang_024,"(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~14
            :ARG1 (a / and~22
                :op1 (s / say-01~18
                    :ARG0 i
                    :ARG1 (p / peninsula~20
                        :name (n / name~20
                            :op1 ""Korea""~20))
                    :mod (j / just~17))
                :op2 (h2 / hope-01~23
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~25
                        :ARG0 (y / you~24)
                        :ARG1 (s2 / shade~28
                            :poss i)
                        :ARG2 p))))
        :ARG1 (r2 / resemble-01~11
            :ARG1 i
            :ARG2 (z / zombie~13)))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (r / region~5
            :ARG1-of (c2 / color-01~4))))
","(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~14
            :ARG1 (a / and~22
                :op1 (s / say-01~18
                    :ARG0 i
                    :ARG1 (p / peninsula~20
                        :name (n / name~20
                            :op1 ""Korea""~20))
                    :mod (j / just~17))
                :op2 (h2 / hope-01~23
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~25
                        :ARG0 (y / you~24)
                        :ARG1 (s2 / shade~28
                            :poss i)
                        :ARG2 p))))
        :ARG1 (r / resemble-01~11
            :ARG1 i
            :ARG2 (z / zombie~13)))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (a2 / area~5
            :ARG1-of (g / gray-02~4))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning, with the only difference being the use of different words to describe the same concept. In Sentence 1, the phrase ""grey area"" is used to describe a state of uncertainty or ambiguity, while in Sentence 2, the phrase ""colorless region"" is used to convey the same idea. The rest of the sentence remains unchanged, indicating that the overall meaning is preserved.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning, with the only difference being the use of different words to describe the same concept. In Sentence 1, the phrase ""grey area"" is used to describe a state of uncertainty or ambiguity, while in Sentence 2, the phrase ""colorless region"" is used to convey the same idea. The rest of the sentence remains unchanged, indicating that the overall meaning is preserved.",1.0
ldc_slang_025_para,"{""premise"": ""I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that."", ""hypothesis"": ""I'm in the grey area, but i'm feeling extremely tired so i'll just say - Korea - and hope ya figure out my shade from that.""}",1,"I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that.","I'm in the grey area, but i'm feeling extremely tired so i'll just say - Korea - and hope ya figure out my shade from that.",ldc_slang_025,"(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~13
            :ARG1 (a / and~21
                :op1 (s / say-01~17
                    :ARG0 i
                    :ARG1 (p / peninsula~19
                        :name (n / name~19
                            :op1 ""Korea""~19))
                    :mod (j / just~16))
                :op2 (h2 / hope-01~22
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~24
                        :ARG0 (y / you~23)
                        :ARG1 (s2 / shade~27
                            :poss i)
                        :ARG2 p))))
        :ARG1 (t / tire-01~12
            :ARG1 i
            :degree (e / extreme~11)))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (a2 / area~5
            :ARG1-of (g / gray-02~4))))
","(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~14
            :ARG1 (a / and~22
                :op1 (s / say-01~18
                    :ARG0 i
                    :ARG1 (p / peninsula~20
                        :name (n / name~20
                            :op1 ""Korea""~20))
                    :mod (j / just~17))
                :op2 (h2 / hope-01~23
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~25
                        :ARG0 (y / you~24)
                        :ARG1 (s2 / shade~28
                            :poss i)
                        :ARG2 p))))
        :ARG1 (r / resemble-01~11
            :ARG1 i
            :ARG2 (z / zombie~13)))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (a2 / area~5
            :ARG1-of (g / gray-02~4))))
","Yes

Explanation: The two sentences have the same meaning, with only slight variations in wording. Both sentences convey the idea that the speaker is in a state of feeling tired or like a zombie, and they use the phrase ""Korea"" as a metaphor for the speaker's current state. The overall structure and message of the sentences remain unchanged, making them paraphrases of each other.","Yes

Explanation: The two sentences have the same meaning, with only slight variations in wording. Both sentences convey the idea that the speaker is in a state of feeling tired or like a zombie, and they use the phrase ""Korea"" as a metaphor for the speaker's current state. The overall structure and message of the sentences remain unchanged, making them paraphrases of each other.",1.0
ldc_slang_025_nonpara,"{""premise"": ""I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that."", ""hypothesis"": "" I'm in the grey area, but i'm feeling like a reanimated corpse so i'll just say - Korea - and hope ya figure out my shade from that.""}",0,"I'm in the grey area, but i'm feeling like a zombie so i'll just say - Korea - and hope ya figure out my shade from that."," I'm in the grey area, but i'm feeling like a reanimated corpse so i'll just say - Korea - and hope ya figure out my shade from that.",ldc_slang_025,"(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~15
            :ARG1 (a / and~23
                :op1 (s / say-01~19
                    :ARG0 i
                    :ARG1 (p / peninsula~21
                        :name (n / name~21
                            :op1 ""Korea""~21))
                    :mod (j / just~18))
                :op2 (h2 / hope-01~24
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~26
                        :ARG0 (y / you~25)
                        :ARG1 (s2 / shade~29
                            :poss i)
                        :ARG2 p))))
        :ARG1 (r2 / resemble-01~11
            :ARG1 i
            :ARG2 (c2 / corpse~14
                :ARG1-of (r / reactivate-01~13))))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (a2 / area~5
            :ARG1-of (g / gray-02~4))))
","(h / have-concession-91~7
    :ARG1 (f / feel-01~10
        :ARG0 (i / i~0)
        :ARG0-of (c / cause-01~14
            :ARG1 (a / and~22
                :op1 (s / say-01~18
                    :ARG0 i
                    :ARG1 (p / peninsula~20
                        :name (n / name~20
                            :op1 ""Korea""~20))
                    :mod (j / just~17))
                :op2 (h2 / hope-01~23
                    :ARG0 i
                    :ARG1 (f2 / figure-out-05~25
                        :ARG0 (y / you~24)
                        :ARG1 (s2 / shade~28
                            :poss i)
                        :ARG2 p))))
        :ARG1 (r / resemble-01~11
            :ARG1 i
            :ARG2 (z / zombie~13)))
    :ARG2 (b / be-located-at-91~2
        :ARG1 i
        :ARG2 (a2 / area~5
            :ARG1-of (g / gray-02~4))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning, with the only difference being the use of the phrase ""feeling like a zombie"" in the first sentence and ""feeling like a reanimated corpse"" in the second sentence. However, both phrases essentially mean the same thing, emphasizing the feeling of being lifeless or lacking energy. Therefore, the sentences can be considered as paraphrases.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning, with the only difference being the use of the phrase ""feeling like a zombie"" in the first sentence and ""feeling like a reanimated corpse"" in the second sentence. However, both phrases essentially mean the same thing, emphasizing the feeling of being lifeless or lacking energy. Therefore, the sentences can be considered as paraphrases.",1.0
ldc_slang_026_para,"{""premise"": ""I was expecting to meet some dirty guy in shades in an alley somewhere, and that wasn't the case at all."", ""hypothesis"": ""I was expecting to meet some dirty guy in sunglasses in an alley somewhere, and that wasn't the case at all.""}",1,"I was expecting to meet some dirty guy in shades in an alley somewhere, and that wasn't the case at all.","I was expecting to meet some dirty guy in sunglasses in an alley somewhere, and that wasn't the case at all.",ldc_slang_026,"(a2 / and~15
    :op1 (e / expect-01~2
        :ARG0 (i / i~0)
        :ARG1 (m / meet-03~4
            :ARG0 i
            :ARG1 (g / guy~7
                :ARG0-of (w / wear-01~8
                    :ARG1 (s3 / sunglasses~9))
                :ARG1-of (d / dirty-02~6)
                :mod (s / some~5))
            :location (a / alley~12
                :location (s2 / somewhere~13))))
    :op2 (c / case-04~20
        :ARG1 m
        :degree (a3 / at-all~22)
        :polarity -~18))
","(a2 / and~15
    :op1 (e / expect-01~2
        :ARG0 (i / i~0)
        :ARG1 (m / meet-03~4
            :ARG0 i
            :ARG1 (g / guy~7
                :ARG0-of (w / wear-01~8
                    :ARG1 (s / shade~9))
                :ARG1-of (d / dirty-02~6)
                :mod (s2 / some~5))
            :location (a / alley~12
                :location (s3 / somewhere~13))))
    :op2 (c / case-04~20
        :ARG1 m
        :degree (a3 / at-all~22)
        :polarity -~18))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker was expecting to meet a dirty guy wearing shades/sunglasses in an alley, but that expectation was not met. The only difference between the two sentences is the use of the words ""shades"" and ""sunglasses,"" which are synonymous in this context.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker was expecting to meet a dirty guy wearing shades/sunglasses in an alley, but that expectation was not met. The only difference between the two sentences is the use of the words ""shades"" and ""sunglasses,"" which are synonymous in this context.",1.0
ldc_slang_026_nonpara,"{""premise"": ""I was expecting to meet some dirty guy in shades in an alley somewhere, and that wasn't the case at all."", ""hypothesis"": ""I was expecting to meet some dirty guy in shadows in an alley somewhere, and that wasn't the case at all.""}",0,"I was expecting to meet some dirty guy in shades in an alley somewhere, and that wasn't the case at all.","I was expecting to meet some dirty guy in shadows in an alley somewhere, and that wasn't the case at all.",ldc_slang_026,"(a2 / and~15
    :op1 (e / expect-01~2
        :ARG0 (i / i~0)
        :ARG1 (m / meet-03~4
            :ARG0 i
            :ARG1 (g / guy~7
                :ARG1-of (d / dirty-02~6)
                :location (s / shadow~9)
                :mod (s2 / some~5))
            :location (a / alley~12
                :location (s3 / somewhere~13))))
    :op2 (c / case-04~20
        :ARG1 m
        :degree (a3 / at-all~22)
        :polarity -~18))
","(a2 / and~15
    :op1 (e / expect-01~2
        :ARG0 (i / i~0)
        :ARG1 (m / meet-03~4
            :ARG0 i
            :ARG1 (g / guy~7
                :ARG0-of (w / wear-01~8
                    :ARG1 (s / shade~9))
                :ARG1-of (d / dirty-02~6)
                :mod (s2 / some~5))
            :location (a / alley~12
                :location (s3 / somewhere~13))))
    :op2 (c / case-04~20
        :ARG1 m
        :degree (a3 / at-all~22)
        :polarity -~18))
","No

Explanation: The sentences are not exact paraphrases of each other because they have a slight difference in the word ""shades"" and ""shadows"". While ""shades"" and ""shadows"" have similar meanings, they are not interchangeable in this context. Therefore, the sentences do not have the same meaning.","No

Explanation: The sentences are not exact paraphrases of each other because they have a slight difference in the word ""shades"" and ""shadows"". While ""shades"" and ""shadows"" have similar meanings, they are not interchangeable in this context. Therefore, the sentences do not have the same meaning.",0.0
ldc_slang_027_para,"{""premise"": ""I don't actually give two figs what minimum wage does for or against the Economy."", ""hypothesis"": ""I don't actually care at all what minimum wage does for or against the Economy.""}",1,I don't actually give two figs what minimum wage does for or against the Economy.,I don't actually care at all what minimum wage does for or against the Economy.,ldc_slang_027,"(c / care-01~4
    :ARG0 (i / i~0)
    :ARG1 (t / thing~7
        :ARG1-of (d / do-02~10
            :ARG0 (w / wage~9
                :mod (m / minimum~8))
            :ARG2 (o2 / or~12
                :op1 (e / economy~15)
                :op2 (o / oppose-01~13
                    :ARG1 e))))
    :manner (a / actual~3)
    :mod (a2 / at-all~6)
    :polarity -~2)
","(g / give-16~4
    :ARG0 (i / i~0)
    :ARG1 (f / fig~6
        :quant 2~5)
    :ARG2 (t / thing~7
        :ARG1-of (d / do-02~10
            :ARG0 (w / wage~9
                :mod (m / minimum~8))
            :ARG2 (o2 / or~12
                :op1 (e / economy~15)
                :op2 (o / oppose-01~13
                    :ARG1 e))))
    :manner (a / actual~3)
    :polarity -~2)
","Yes, the sentences are paraphrases of each other. Both sentences express the same sentiment of not caring about the impact of minimum wage on the economy, with slight variations in wording. The phrases ""give two figs"" and ""care at all"" are interchangeable in this context, and the rest of the sentence structure remains consistent.","Yes, the sentences are paraphrases of each other. Both sentences express the same sentiment of not caring about the impact of minimum wage on the economy, with slight variations in wording. The phrases ""give two figs"" and ""care at all"" are interchangeable in this context, and the rest of the sentence structure remains consistent.",1.0
ldc_slang_027_nonpara,"{""premise"": ""I don't actually give two figs what minimum wage does for or against the Economy."", ""hypothesis"": ""I don't actually give two fruits what minimum wage does for or against the Economy.""}",0,I don't actually give two figs what minimum wage does for or against the Economy.,I don't actually give two fruits what minimum wage does for or against the Economy.,ldc_slang_027,"(g / give-01~4
    :ARG0 (i / i~0)
    :ARG1 (f / fruit~6
        :quant 2~5)
    :ARG2 (t / thing~7
        :ARG1-of (d / do-02~10
            :ARG0 (w / wage~9
                :mod (m / minimum~8))
            :ARG2 (o2 / or~12
                :op1 (e / economy~15)
                :op2 (o / oppose-01~13
                    :ARG1 e))))
    :manner (a / actual~3)
    :polarity -~2)
","(g / give-16~4
    :ARG0 (i / i~0)
    :ARG1 (f / fig~6
        :quant 2~5)
    :ARG2 (t / thing~7
        :ARG1-of (d / do-02~10
            :ARG0 (w / wage~9
                :mod (m / minimum~8))
            :ARG2 (o2 / or~12
                :op1 (e / economy~15)
                :op2 (o / oppose-01~13
                    :ARG1 e))))
    :manner (a / actual~3)
    :polarity -~2)
","No, the sentences are not paraphrases of each other. 

The reason is that the word ""figs"" in Sentence 1 is replaced with the word ""fruits"" in Sentence 2. While both words refer to a type of fruit, they are not exact synonyms. This change in wording alters the meaning of the sentence slightly, making them not exact paraphrases.","No, the sentences are not paraphrases of each other. 

The reason is that the word ""figs"" in Sentence 1 is replaced with the word ""fruits"" in Sentence 2. While both words refer to a type of fruit, they are not exact synonyms. This change in wording alters the meaning of the sentence slightly, making them not exact paraphrases.",0.0
ldc_slang_028_para,"{""premise"": ""I didn't smoke around them, but I was high when I came home."", ""hypothesis"": ""I didn't smoke around them, but I was under the influence of drugs when I came home.""}",1,"I didn't smoke around them, but I was high when I came home.","I didn't smoke around them, but I was under the influence of drugs when I came home.",ldc_slang_028,"(c2 / contrast-01~7
    :ARG1 (s / smoke-01~3
        :ARG0 (i / i~0)
        :location (a / around~4
            :op1 (t / they~5))
        :polarity -~2)
    :ARG2 (i2 / influence-01~12
        :ARG0 (d / drug~14)
        :ARG1 i
        :time (c / come-01~17
            :ARG1 i
            :ARG4 (h / home~18))))
","(c2 / contrast-01~7
    :ARG1 (s / smoke-01~3
        :ARG0 (i / i~0)
        :location (a / around~4
            :op1 (t / they~5))
        :polarity -~2)
    :ARG2 (h / high-04~10
        :ARG1 i
        :time (c / come-01~13
            :ARG1 i
            :ARG4 (h2 / home~14))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the person did not smoke around others, but they were under the influence of drugs when they came home. The only difference is the use of the phrase ""under the influence of drugs"" in the second sentence instead of ""high"" in the first sentence. However, both phrases refer to the same concept of being affected by drugs.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the person did not smoke around others, but they were under the influence of drugs when they came home. The only difference is the use of the phrase ""under the influence of drugs"" in the second sentence instead of ""high"" in the first sentence. However, both phrases refer to the same concept of being affected by drugs.",1.0
ldc_slang_028_nonpara,"{""premise"": ""I didn't smoke around them, but I was high when I came home."", ""hypothesis"": ""I didn't smoke around them, but I was elevated when I came home.""}",0,"I didn't smoke around them, but I was high when I came home.","I didn't smoke around them, but I was elevated when I came home.",ldc_slang_028,"(c2 / contrast-01~7
    :ARG1 (s / smoke-01~3
        :ARG0 (i / i~0)
        :location (a / around~4
            :op1 (t / they~5))
        :polarity -~2)
    :ARG2 (e / elevate-01~10
        :ARG1 i
        :time (c / come-01~13
            :ARG1 i
            :ARG4 (h / home~14))))
","(c2 / contrast-01~7
    :ARG1 (s / smoke-01~3
        :ARG0 (i / i~0)
        :location (a / around~4
            :op1 (t / they~5))
        :polarity -~2)
    :ARG2 (h / high-04~10
        :ARG1 i
        :time (c / come-01~13
            :ARG1 i
            :ARG4 (h2 / home~14))))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker did not smoke around others, but they were under the influence of drugs when they came home. The only difference is the use of the word ""high"" in the first sentence and ""elevated"" in the second sentence, but both words have similar connotations and can be used interchangeably in this context.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker did not smoke around others, but they were under the influence of drugs when they came home. The only difference is the use of the word ""high"" in the first sentence and ""elevated"" in the second sentence, but both words have similar connotations and can be used interchangeably in this context.",1.0
ldc_slang_029_para,"{""premise"": ""I consider them neither better nor worse than the gobshites in office here."", ""hypothesis"": ""I consider them neither better nor worse than the people talking nonsense in office here.""}",1,I consider them neither better nor worse than the gobshites in office here.,I consider them neither better nor worse than the people talking nonsense in office here.,ldc_slang_029,"(c / consider-01~1
    :ARG0 (i / i~0)
    :ARG1 (o2 / or~5
        :op1 (h / have-degree-91~4
            :ARG1 (t2 / they~2)
            :ARG2 (g / good-04~4
                :ARG1 t2)
            :ARG3 (m / more~4)
            :ARG4 (p / person~9
                :ARG0-of (t / talk-01~10
                    :ARG1 (n / nonsense~11)
                    :location (o / office~13
                        :location (h3 / here~14))))
            :polarity -~3)
        :op2 (h2 / have-degree-91~6
            :ARG1 t2
            :ARG2 (b / bad-07~6
                :ARG1 t2)
            :ARG3 (m2 / more~6)
            :ARG4 p
            :polarity -~3)))
","(c / consider-01~1
    :ARG0 (i / i~0)
    :ARG1 (o2 / or~5
        :op1 (h / have-degree-91~4
            :ARG1 (t / they~2)
            :ARG2 (g2 / good-04~4
                :ARG1 t)
            :ARG3 (m / more~4)
            :ARG4 (g / gobshite~9
                :location (o / office~11
                    :location (h3 / here~12)))
            :polarity -~3)
        :op2 (h2 / have-degree-91~6
            :ARG1 t
            :ARG2 (b / bad-07~6
                :ARG1 t)
            :ARG3 (m2 / more~6)
            :ARG4 g
            :polarity -~3)))
","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker does not consider the group of people mentioned (referred to as ""them"") to be superior or inferior to the individuals in office who are talking nonsense. The only difference between the sentences is the use of the word ""gobshites"" in the first sentence, which is replaced with ""people talking nonsense"" in the second sentence. However, the overall meaning and sentiment remain unchanged.","Yes, the sentences are paraphrases of each other. Both sentences convey the same meaning that the speaker does not consider the group of people mentioned (referred to as ""them"") to be superior or inferior to the individuals in office who are talking nonsense. The only difference between the sentences is the use of the word ""gobshites"" in the first sentence, which is replaced with ""people talking nonsense"" in the second sentence. However, the overall meaning and sentiment remain unchanged.",1.0
ldc_slang_029_nonpara,"{""premise"": ""I consider them neither better nor worse than the gobshites in office here."", ""hypothesis"": ""I consider them neither better nor worse than the mouth-feces in office here.""}",0,I consider them neither better nor worse than the gobshites in office here.,I consider them neither better nor worse than the mouth-feces in office here.,ldc_slang_029,"(c / consider-01~1
    :ARG0 (i / i~0)
    :ARG1 (o2 / or~5
        :op1 (h / have-degree-91~4
            :ARG1 (t / they~2)
            :ARG2 (g / good-04~4
                :ARG1 t)
            :ARG3 (m / more~4)
            :ARG4 (f / feces~11
                :location (m3 / mouth~9)
                :location (o / office~13
                    :location (h3 / here~14)))
            :polarity -~3)
        :op2 (h2 / have-degree-91~6
            :ARG1 t
            :ARG2 (b / bad-07~6
                :ARG1 t)
            :ARG3 (m2 / more~6)
            :ARG4 f
            :polarity -~3)))
","(c / consider-01~1
    :ARG0 (i / i~0)
    :ARG1 (o2 / or~5
        :op1 (h / have-degree-91~4
            :ARG1 (t / they~2)
            :ARG2 (g2 / good-04~4
                :ARG1 t)
            :ARG3 (m / more~4)
            :ARG4 (g / gobshite~9
                :location (o / office~11
                    :location (h3 / here~12)))
            :polarity -~3)
        :op2 (h2 / have-degree-91~6
            :ARG1 t
            :ARG2 (b / bad-07~6
                :ARG1 t)
            :ARG3 (m2 / more~6)
            :ARG4 g
            :polarity -~3)))
","No, the sentences are not paraphrases of each other. While both sentences express the idea that the speaker does not consider a certain group of people to be better or worse than another group, the choice of words used to describe the second group is different. In Sentence 1, the speaker refers to the group as ""gobshites,"" while in Sentence 2, the speaker refers to them as ""mouth-feces."" This difference in word choice suggests a difference in tone and possibly a different level of disrespect or derogatory intent towards the group being referred to. Therefore, the sentences are not exact paraphrases of each other.","No, the sentences are not paraphrases of each other. While both sentences express the idea that the speaker does not consider a certain group of people to be better or worse than another group, the choice of words used to describe the second group is different. In Sentence 1, the speaker refers to the group as ""gobshites,"" while in Sentence 2, the speaker refers to them as ""mouth-feces."" This difference in word choice suggests a difference in tone and possibly a different level of disrespect or derogatory intent towards the group being referred to. Therefore, the sentences are not exact paraphrases of each other.",0.0
ldc_slang_030_para,"{""premise"": ""I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator."", ""hypothesis"": ""I can't believe I was stupid enough to buy all the nonsense about what Iraq could become if we just remove the dictator.""}",1,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,I can't believe I was stupid enough to buy all the nonsense about what Iraq could become if we just remove the dictator.,ldc_slang_030,"(p2 / possible-01~1
    :ARG1 (b2 / believe-01~3
        :ARG0 (i / i~0)
        :ARG1 (h2 / have-degree-91~7
            :ARG1 i
            :ARG2 (s2 / stupid~6)
            :ARG3 (e / enough~7)
            :ARG6 (b3 / buy-05~9
                :ARG0 i
                :ARG1 (s / sense-02~12
                    :ARG1 (h / have-condition-91~18
                        :ARG1 (p3 / possible-01~16
                            :ARG1 (b / become-01~17
                                :ARG1 (c / country~15
                                    :name (n / name~15
                                        :op1 ""Iraq""~15))))
                        :ARG2 (r / remove-01~21
                            :ARG0 (w / we~19)
                            :ARG1 (p / person~23
                                :ARG0-of (h3 / have-org-role-91~23
                                    :ARG2 (d / dictator~23)))
                            :mod (j / just~20)))
                    :mod (a / all~10)))))
    :polarity -~2)
","(p2 / possible-01~1
    :ARG1 (b2 / believe-01~3
        :ARG0 (i / i~0)
        :ARG1 (h2 / have-degree-91~7
            :ARG1 i
            :ARG2 (s / stupid~6)
            :ARG3 (e / enough~7)
            :ARG6 (b3 / buy-05~9
                :ARG0 i
                :ARG1 (t / tripe~12
                    :mod (a / all~10)
                    :topic (h / have-condition-91~18
                        :ARG1 (p3 / possible-01~16
                            :ARG1 (b / become-01~17
                                :ARG1 (c / country~15
                                    :name (n / name~15
                                        :op1 ""Iraq""~15))))
                        :ARG2 (r / remove-01~21
                            :ARG0 (w / we~19)
                            :ARG1 (p / person~23
                                :ARG0-of (h3 / have-org-role-91~23
                                    :ARG2 (d / dictator~23)))
                            :mod (j / just~20)))))))
    :polarity -~2)
","Yes

Explanation: The two sentences have the same meaning as they both express disbelief in the speaker's own gullibility for believing in the potential of Iraq after removing the dictator. The only difference is the word ""tripe"" in the first sentence is replaced with ""nonsense"" in the second sentence, but both words convey the idea of something being foolish or untrue. Therefore, the sentences can be considered as paraphrases of each other.","Yes

Explanation: The two sentences have the same meaning as they both express disbelief in the speaker's own gullibility for believing in the potential of Iraq after removing the dictator. The only difference is the word ""tripe"" in the first sentence is replaced with ""nonsense"" in the second sentence, but both words convey the idea of something being foolish or untrue. Therefore, the sentences can be considered as paraphrases of each other.",1.0
ldc_slang_030_nonpara,"{""premise"": ""I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator."", ""hypothesis"": ""I can't believe I was stupid enough to buy all the stomach lining of a cow about what Iraq could become if we just remove the dictator.""}",0,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,I can't believe I was stupid enough to buy all the stomach lining of a cow about what Iraq could become if we just remove the dictator.,ldc_slang_030,"(p2 / possible-01~1
    :ARG1 (b2 / believe-01~3
        :ARG0 (i / i~0)
        :ARG1 (h2 / have-degree-91~7
            :ARG1 i
            :ARG2 (s2 / stupid~6)
            :ARG3 (e / enough~7)
            :ARG6 (b3 / buy-05~9
                :ARG0 i
                :ARG1 (l / line-01~13
                    :ARG1 (s / stomach~12
                        :part-of (c2 / cow~16))
                    :ARG2 (t / thing~18
                        :ARG2-of (h / have-condition-91~22
                            :ARG1 (p3 / possible-01~20
                                :ARG1 (b / become-01~21
                                    :ARG1 (c / country~19
                                        :name (n / name~19
                                            :op1 ""Iraq""~19))))
                            :ARG2 (r / remove-01~25
                                :ARG0 (w / we~23)
                                :ARG1 (p / person~27
                                    :ARG0-of (h3 / have-org-role-91~27
                                        :ARG2 (d / dictator~27)))
                                :mod (j / just~24))))
                    :mod (a / all~10)))))
    :polarity -~2)
","(p2 / possible-01~1
    :ARG1 (b2 / believe-01~3
        :ARG0 (i / i~0)
        :ARG1 (h2 / have-degree-91~7
            :ARG1 i
            :ARG2 (s / stupid~6)
            :ARG3 (e / enough~7)
            :ARG6 (b3 / buy-05~9
                :ARG0 i
                :ARG1 (t / tripe~12
                    :mod (a / all~10)
                    :topic (h / have-condition-91~18
                        :ARG1 (p3 / possible-01~16
                            :ARG1 (b / become-01~17
                                :ARG1 (c / country~15
                                    :name (n / name~15
                                        :op1 ""Iraq""~15))))
                        :ARG2 (r / remove-01~21
                            :ARG0 (w / we~19)
                            :ARG1 (p / person~23
                                :ARG0-of (h3 / have-org-role-91~23
                                    :ARG2 (d / dictator~23)))
                            :mod (j / just~20)))))))
    :polarity -~2)
","No

Explanation: The sentences are not exact paraphrases of each other. While both sentences express disbelief and regret about buying into the idea of what Iraq could become after removing the dictator, the wording and phrasing used in each sentence is different. Sentence 1 uses the phrase ""tripe"" to refer to the false information, while Sentence 2 uses the phrase ""stomach lining of a cow"" as a metaphor for the same idea. This difference in wording makes the sentences not exact paraphrases of each other.","No

Explanation: The sentences are not exact paraphrases of each other. While both sentences express disbelief and regret about buying into the idea of what Iraq could become after removing the dictator, the wording and phrasing used in each sentence is different. Sentence 1 uses the phrase ""tripe"" to refer to the false information, while Sentence 2 uses the phrase ""stomach lining of a cow"" as a metaphor for the same idea. This difference in wording makes the sentences not exact paraphrases of each other.",0.0
